req_id,defined_in,statement_short,sds_ref,sdd_ref,tp_ref,code_ref,test_ref,status
REQ_F_PER_005,SRS,Every persisted row carrying monetary or ratio data SHALL store `Deci…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/notifications/canonical.py;trading_system/persistence/mappers.py;trading_system/observability/logger.py;trading_system/persistence/repositories/portfolio.py,tests/notifications/test_canonical.py;tests/persistence/test_portfolio_repository.py,TEST
REQ_F_PER_006,SRS,`RegistryRepository` SHALL implement the operator-token-authenticated…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/persistence/repositories/__init__.py;trading_system/persistence/repositories/registry.py,tests/persistence/test_registry_repository.py,TEST
REQ_F_PER_007,SRS,`BacktestResultRepository` SHALL archive every `BacktestResult` keyed…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/persistence/repositories/__init__.py;trading_system/persistence/repositories/backtest.py,tests/integration/test_phase5_stack.py;tests/persistence/test_backtest_repository.py,TEST
REQ_F_PER_008,SRS,`KillSwitchSnapshotRepository` SHALL replace the existing `FileSnapsh…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/persistence/repositories/__init__.py;trading_system/persistence/repositories/snapshot.py,tests/persistence/test_snapshot_repository.py,TEST
REQ_F_PER_009,SRS,Every persisted aggregate SHALL carry an `account_id` column (CR-006)…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/identifiers.py;trading_system/accounts/account.py;trading_system/accounts/factory.py;trading_system/persistence/repositories/transition.py;trading_system/persistence/repositories/portfolio.py,tests/accounts/test_persistence_interop.py;tests/persistence/test_transition_repository.py;tests/persistence/test_registry_repository.py;tests/persistence/test_portfolio_repository.py,TEST
REQ_F_PER_010,SRS,The persistence layer SHALL be the ONLY component that imports `sqlit…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/persistence/__init__.py;trading_system/persistence/connection.py,tests/persistence/test_connection.py;tests/webui/test_structural.py,TEST
REQ_F_PMG_001,SRS,The system SHALL ship a `portfolio_manager/` module containing four p…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/portfolio_manager/__init__.py,tests/portfolio_manager/test_structural.py,TEST
REQ_F_PMG_002,SRS,"`Rebalancer.propose(portfolio, *, phase_targets, drift_band)` SHALL e…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/portfolio_manager/__init__.py;trading_system/portfolio_manager/rebalancer.py;trading_system/portfolio_manager/proposal.py,tests/portfolio_manager/test_rebalancer.py;tests/portfolio_manager/test_proposal.py,TEST
REQ_F_PMG_003,SRS,"`SectorRotatorFacade.propose(rotation_proposals, *, portfolio, instru…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/portfolio_manager/sector_rotator_facade.py;trading_system/portfolio_manager/__init__.py,tests/portfolio_manager/test_sector_rotator_facade.py,TEST
REQ_F_PMG_004,SRS,"`TaxHarvesterFacade.propose(harvest_suggestions, *, portfolio)` SHALL…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/portfolio_manager/tax_harvester_facade.py;trading_system/portfolio_manager/__init__.py,tests/portfolio_manager/test_tax_harvester_facade.py,TEST
REQ_F_PMG_005,SRS,"`attribution_decomposition(portfolio, *, scopes)` SHALL extend the ex…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/portfolio_manager/__init__.py;trading_system/portfolio_manager/attribution.py,tests/portfolio_manager/test_attribution.py,TEST
REQ_F_PMG_006,SRS,"Every proposal SHALL carry a `cadence: Literal[""intraday"", ""daily"", ""…",,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/portfolio_manager/__init__.py;trading_system/portfolio_manager/rebalancer.py;trading_system/portfolio_manager/proposal.py,tests/portfolio_manager/test_proposal.py,TEST
REQ_F_PMG_007,SRS,The `portfolio_manager/` package SHALL be **read-only** with respect…,Documentations/SDS.md,,Documentations/Test-Plan.md,,tests/portfolio_manager/test_structural.py,TEST
REQ_F_PMG_008,SRS,The runtime wiring (`strategies/` → `portfolio_manager/` → `risk/` →…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/portfolio_manager/__init__.py,tests/portfolio_manager/test_structural.py,TEST
REQ_F_PRT_001,SRS,Track cash/positions/gains/dividends/equity,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/safety/anomaly.py;trading_system/models/flow.py;trading_system/execution/types.py;trading_system/strategies/protocol.py;trading_system/portfolio/__init__.py;trading_system/portfolio/portfolio.py,tests/portfolio/test_portfolio.py,TEST
REQ_F_PRT_002,SRS,Phase 6 NAV+attribution,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/analytics/engine.py;trading_system/analytics/__init__.py;trading_system/portfolio/portfolio.py,tests/analytics/test_engine.py;tests/portfolio/test_portfolio.py,TEST
REQ_F_PRT_003,SRS,Diversification enforced,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/risk/mapping.py;trading_system/portfolio/__init__.py;trading_system/portfolio/portfolio.py,tests/portfolio/test_portfolio.py,TEST
REQ_F_QNT_001,SRS,The system SHALL define a `Hypothesis` frozen dataclass with fields `…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategy_lab/quant/hypothesis.py;trading_system/strategy_lab/quant/__init__.py;trading_system/strategy_lab/quant/library.py,tests/strategy_lab/quant/test_hypothesis.py,TEST
REQ_F_QNT_002,SRS,`HypothesisLibrary` SHALL be the read/write surface over `HypothesisR…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,tests/strategy_lab/quant/test_library.py,TEST
REQ_F_QNT_003,SRS,"Strategy generation (REQ_F_MTO_002 step 1, ""generator"") SHALL consume…",Documentations/SDS.md,,Documentations/Test-Plan.md,trading_system/strategy_lab/quant/runner.py,tests/strategy_lab/quant/test_runner.py,TEST
REQ_F_QNT_004,SRS,A `HypothesisValidator` SHALL run BEFORE the backtester (REQ_F_MTO_00…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategy_lab/quant/validator.py;trading_system/strategy_lab/quant/runner.py,tests/strategy_lab/quant/test_validator.py,TEST
REQ_F_QNT_005,SRS,`ImprovementReport` (REQ_F_MTO_007) SHALL gain a `hypothesis_ids: tup…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategy_lab/quant/__init__.py;trading_system/strategy_lab/quant/library.py,,CODE
REQ_F_QNT_006,SRS,`StrategyMetrics` SHALL be extended with three overfitting-aware fiel…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategy_lab/metrics.py;trading_system/strategy_lab/quant/__init__.py;trading_system/strategy_lab/quant/overfitting.py;trading_system/strategy_lab/quant/runner.py,tests/strategy_lab/quant/test_runner.py;tests/strategy_lab/quant/test_overfitting.py,TEST
REQ_F_RAT_001,SRS,Every `Trade` emitted by the system SHALL carry an associated `TradeR…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/rationale.py;trading_system/analytics/rationale.py,tests/integration/test_phase5_stack.py;tests/models/test_rationale.py;tests/analytics/test_rationale.py,TEST
REQ_F_RAT_002,SRS,"`TradeRationale` SHALL be a `@dataclass(frozen=True, slots=True)` wit…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,tests/models/test_rationale.py,TEST
REQ_F_RAT_003,SRS,`TradeRationale` SHALL be frozen + audit-immutable. The dataclass SHA…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/rationale.py,tests/models/test_rationale.py,TEST
REQ_F_RAT_004,SRS,"`BacktestResult` SHALL carry a `rationales: tuple[TradeRationale, ...…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/backtesting/result.py;trading_system/analytics/rationale.py,tests/integration/test_phase5_stack.py;tests/models/test_rationale.py;tests/backtesting/test_result_rationales.py;tests/analytics/test_rationale.py,TEST
REQ_F_RAT_005,SRS,`TradeRationale.improvement_report_id` SHALL link back to the `Improv…,,Documentations/SDD.md,Documentations/Test-Plan.md,,tests/models/test_rationale.py,TEST
REQ_F_RGM_001,SRS,The system SHALL define a `regime/` module exposing a single canonica…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/regime/__init__.py;trading_system/regime/detector.py,tests/integration/test_phase5_stack.py;tests/regime/test_detector.py,TEST
REQ_F_RGM_002,SRS,Regime classification SHALL apply an MA-crossover + vol-band rule ove…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/regime/config.py;trading_system/regime/__init__.py;trading_system/regime/detector.py,tests/regime/test_config.py,TEST
REQ_F_RGM_003,SRS,Regime tie-break order on conflicting signals SHALL be strict: `HIGH_…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/regime/__init__.py;trading_system/regime/detector.py,tests/regime/test_detector.py,TEST
REQ_F_RGM_004,SRS,The system SHALL define a `TransitionTracker` that consumes successiv…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/regime/__init__.py;trading_system/regime/transition.py,tests/regime/test_transition.py,TEST
REQ_F_RGM_005,SRS,Each confirmed `TransitionEvent` SHALL raise a `KillSwitchTrigger(cat…,,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/regime/orchestrator.py;trading_system/regime/transition.py,tests/regime/test_orchestrator.py,TEST
REQ_F_RGM_006,SRS,`RegimeConfig` SHALL carry the parameters enumerated in REQ_F_RGM_002…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/regime/bar_source.py;trading_system/regime/config.py;trading_system/regime/__init__.py,tests/regime/test_config.py,TEST
REQ_F_RSK_001,SRS,Per-phase max drawdown,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/risk/engine.py;trading_system/risk/__init__.py,,CODE
REQ_F_RSK_002,SRS,Single-asset exposure cap,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/cross_account_risk.py;trading_system/risk/engine.py;trading_system/risk/config.py;trading_system/risk/__init__.py;trading_system/risk/mapping.py,,CODE
REQ_F_RSK_003,SRS,Correlation monitoring,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/risk/engine.py;trading_system/risk/config.py,,CODE
REQ_F_RSK_004,SRS,Phase 5+ vol cap,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_F_RSK_005,SRS,Risk engine failure trips kill switch,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/risk/engine.py,,CODE
REQ_F_SCR_001,SRS,EU dividend screener criteria,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/main.py;trading_system/data/__init__.py;trading_system/data/provider.py;trading_system/data/types.py;trading_system/screener/engine.py;trading_system/screener/config.py;trading_system/screener/__init__.py,tests/screener/test_engine.py,TEST
REQ_F_SCR_002,SRS,Scored ranking output,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/screener/engine.py;trading_system/screener/config.py;trading_system/screener/__init__.py,tests/screener/test_engine.py,TEST
REQ_F_SCT_001,SRS,The system SHALL ship a sector rotator under `wealth_ops/sector_rotat…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/sector_rotator/__init__.py;trading_system/wealth_ops/sector_rotator/rotator.py,tests/wealth_ops/sector_rotator/test_rotator.py,TEST
REQ_F_SCT_002,SRS,The rotator SHALL maintain a regime-to-sector-tilt table mapping each…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/sector_rotator/rotator.py;trading_system/wealth_ops/sector_rotator/regime_sector_bias.py,tests/wealth_ops/sector_rotator/test_rotator.py;tests/wealth_ops/sector_rotator/test_regime_sector_bias.py,TEST
REQ_F_SCT_003,SRS,Every rotation proposal SHALL respect a minimum holding period per se…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/sector_rotator/policy.py;trading_system/wealth_ops/sector_rotator/rotator.py,tests/wealth_ops/sector_rotator/test_policy.py;tests/wealth_ops/sector_rotator/test_rotator.py,TEST
REQ_F_SCT_004,SRS,A whipsaw guard SHALL reject rotation proposals that would re-enter a…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/sector_rotator/policy.py;trading_system/wealth_ops/sector_rotator/rotator.py,tests/wealth_ops/sector_rotator/test_policy.py;tests/wealth_ops/sector_rotator/test_rotator.py,TEST
REQ_F_SCT_005,SRS,Sector identifiers SHALL come from the screener's `Fundamentals.secto…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/sector_rotator/taxonomy.py;trading_system/wealth_ops/sector_rotator/rotator.py,tests/wealth_ops/sector_rotator/test_taxonomy.py;tests/wealth_ops/sector_rotator/test_rotator.py,TEST
REQ_F_SCT_006,SRS,A rotation cap SHALL bound the per-period rotation count (default: at…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/sector_rotator/policy.py;trading_system/wealth_ops/sector_rotator/rotator.py,tests/wealth_ops/sector_rotator/test_policy.py;tests/wealth_ops/sector_rotator/test_rotator.py,TEST
REQ_F_SCT_007,SRS,Every emitted rotation proposal SHALL carry provenance: source regime…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/meta.py;trading_system/portfolio_manager/sector_rotator_facade.py;trading_system/wealth_ops/sector_rotator/rotator.py,tests/models/test_rotation_proposal.py;tests/wealth_ops/sector_rotator/test_rotator.py,TEST
REQ_F_STP_001,SRS,Structured products <=10%,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py,tests/structured_products/test_admission.py,TEST
REQ_F_STP_002,SRS,Decomposition mandatory,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/decomposers.py;trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py;trading_system/structured_products/decomposition.py;trading_system/models/__init__.py;trading_system/models/instrument.py,tests/structured_products/test_admission.py,TEST
REQ_F_STP_003,SRS,Allowed regimes only,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py,tests/structured_products/test_admission.py,TEST
REQ_F_STP_004,SRS,Forbidden regimes block,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/__init__.py;trading_system/risk/engine.py;trading_system/risk/config.py,tests/structured_products/test_admission.py,TEST
REQ_F_STP_005,SRS,Stress + liquidity tests,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py;trading_system/structured_products/stress.py,tests/structured_products/test_admission.py,TEST
REQ_F_STP_006,SRS,Issuer diversification,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py;trading_system/portfolio/portfolio.py,tests/structured_products/test_admission.py,TEST
REQ_F_STP_007,SRS,No turbo+SP stacking on same underlying,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/structured_products/__init__.py;trading_system/structured_products/admission.py;trading_system/portfolio/portfolio.py,tests/structured_products/test_admission.py,TEST
REQ_F_STR_001,SRS,Core strategy long-term/dividend,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/main.py;trading_system/strategies/__init__.py;trading_system/strategies/core.py;trading_system/strategies/protocol.py,tests/strategies/test_core.py,TEST
REQ_F_STR_002,SRS,Tactical strategy trend/breakout/pullback,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategies/__init__.py;trading_system/strategies/tactical.py,tests/strategies/test_tactical.py,TEST
REQ_F_STR_003,SRS,Walk-forward validation required,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategies/__init__.py,,CODE
REQ_F_STR_004,SRS,Phase 6 multi-strategy ensemble,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/strategies/ensemble.py;trading_system/strategies/__init__.py,tests/strategies/test_ensemble.py,TEST
REQ_F_TAX_001,SRS,30% tax on realized gains,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/money.py;trading_system/accounts/tax_model.py;trading_system/tax/engine.py;trading_system/tax/config.py;trading_system/tax/__init__.py;trading_system/portfolio/portfolio.py,tests/tax/test_engine.py;tests/portfolio/test_portfolio.py,TEST
REQ_F_TAX_002,SRS,30% tax on dividends,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/trading.py;trading_system/models/money.py;trading_system/backtesting/dividends.py;trading_system/tax/engine.py;trading_system/tax/__init__.py;trading_system/portfolio/portfolio.py,tests/backtesting/test_dividends.py;tests/portfolio/test_portfolio.py,TEST
REQ_F_TAX_003,SRS,Trade gate: net_profit > 5x fees after tax,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/meta.py;trading_system/backtesting/engine.py;trading_system/strategies/_estimates.py;trading_system/tax/engine.py;trading_system/tax/__init__.py,tests/strategies/test_core.py;tests/tax/test_engine.py,TEST
REQ_F_TAX_004,SRS,Optimize after-tax never gross,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/tax/engine.py;trading_system/tax/harvest.py;trading_system/tax/__init__.py,,CODE
REQ_F_TAX_005,SRS,Backtests apply taxes,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_F_TAX_006,SRS,Phase 5+ tax-loss harvesting,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/__init__.py;trading_system/tax/engine.py;trading_system/tax/harvest.py;trading_system/tax/config.py;trading_system/tax/__init__.py;trading_system/portfolio_manager/tax_harvester_facade.py,tests/tax/test_harvest.py,TEST
REQ_F_TRB_001,SRS,Turbo 3-step pipeline,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/turbo_selector/engine.py;trading_system/turbo_selector/__init__.py,tests/turbo_selector/test_engine.py,TEST
REQ_F_TRB_002,SRS,Turbo filter criteria,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/turbo_selector/engine.py;trading_system/turbo_selector/stats.py;trading_system/turbo_selector/config.py;trading_system/turbo_selector/__init__.py;trading_system/risk/engine.py,,CODE
REQ_F_TRB_003,SRS,Turbo scoring formula,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/turbo_selector/config.py;trading_system/turbo_selector/__init__.py;trading_system/turbo_selector/score.py,,CODE
REQ_F_TRB_004,SRS,No-trade if score below threshold,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/turbo_selector/engine.py;trading_system/turbo_selector/config.py;trading_system/turbo_selector/__init__.py,tests/turbo_selector/test_engine.py,TEST
REQ_F_TRB_005,SRS,Turbo risk = invested capital only,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/instrument.py;trading_system/execution/local.py;trading_system/backtesting/knockout.py;trading_system/turbo_selector/__init__.py;trading_system/portfolio/portfolio.py,tests/execution/test_local.py;tests/backtesting/test_knockout.py;tests/portfolio/test_portfolio.py,TEST
REQ_F_TRB_006,SRS,Turbo candidate fields required,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/models/__init__.py;trading_system/models/instrument.py;trading_system/turbo_selector/__init__.py,tests/backtesting/test_knockout.py,TEST
REQ_F_WEB_001,SRS,The system SHALL expose a `webui/` HTTP API serving JSON over HTTPS.…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/webui/__init__.py;trading_system/webui/server.py,tests/webui/test_server.py,TEST
REQ_F_WEB_002,SRS,"Read endpoints SHALL expose: (a) live state — kill-switch state, curr…",,,Documentations/Test-Plan.md,trading_system/webui/schemas.py;trading_system/webui/routes/live_state.py;trading_system/webui/routes/__init__.py,tests/webui/test_routes.py,TEST
REQ_F_WEB_003,SRS,A backtest-invocation endpoint SHALL enqueue an offline backtest run…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_F_WEB_004,SRS,Mutation surface SHALL be limited to: (a) `POST /registry/{strategy_i…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/webui/schemas.py;trading_system/webui/routes/__init__.py;trading_system/webui/routes/registry_promotion.py,tests/webui/test_routes.py,TEST
REQ_F_WEB_005,SRS,Authentication SHALL reuse `HmacOperatorTokenVerifier` (REQ_S_KS_009)…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/webui/auth.py;trading_system/webui/routes/registry_promotion.py,tests/webui/test_auth.py;tests/webui/test_routes.py,TEST
REQ_F_WEB_006,SRS,Every mutation SHALL emit a CR-001 `AnomalyAlert` payload through `No…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/webui/routes/registry_promotion.py,tests/webui/test_routes.py,TEST
REQ_F_WEB_007,SRS,The HTTP layer SHALL NEVER import `execution/` or call `BrokerAdapter…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/webui/routes/live_state.py,tests/webui/test_structural.py,TEST
REQ_F_WEB_008,SRS,Mutation endpoints SHALL accept an `Idempotency-Key` HTTP header (rec…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/webui/idempotency.py;trading_system/webui/routes/registry_promotion.py,tests/webui/test_idempotency.py;tests/webui/test_routes.py,TEST
REQ_F_WEB_009,SRS,Backtest jobs SHALL be asynchronous: submission SHALL return immediat…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_F_WEB_010,SRS,The persistence layer SHALL be the single system of record for every…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_NF_ACC_001,SRS,Single-account deployments SHALL be 100% backwards-compatible: the ex…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/accounts/__init__.py;trading_system/accounts/cross_account_risk.py;trading_system/accounts/account.py;trading_system/accounts/factory.py;trading_system/accounts/registry.py;trading_system/risk/engine.py,tests/accounts/test_cross_account_risk.py;tests/accounts/test_tick.py;tests/accounts/test_factory.py;tests/accounts/test_account_registry.py;tests/accounts/test_persistence_interop.py;tests/accounts/test_structural.py;tests/risk/test_cross_account_gate.py,TEST
REQ_NF_AUD_001,SRS,Snapshot on KS event,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/safety/__init__.py;trading_system/safety/state_manager.py;trading_system/safety/snapshot.py;trading_system/models/safety.py,tests/persistence/test_snapshot_repository.py,TEST
REQ_NF_DAT_001,SRS,"Once a `(symbol, timeframe, start, end)` tuple is cached by the histo…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/yfinance/__init__.py;trading_system/data/yfinance/cache.py;trading_system/data/yfinance/provider.py,tests/data/yfinance/test_integration.py;tests/data/yfinance/test_provider.py;tests/data/yfinance/test_cache.py,TEST
REQ_NF_DET_001,SRS,Deterministic backtest engine,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/backtesting/engine.py;trading_system/backtesting/config.py;trading_system/backtesting/__init__.py;trading_system/backtesting/result.py;trading_system/backtesting/clock.py;trading_system/backtesting/walk_forward.py;trading_system/backtesting/market_replay.py;trading_system/strategies/state.py;trading_system/data/mock.py;trading_system/accounts/registry.py;trading_system/strategy_lab/backtester.py;trading_system/observability/logger.py,tests/config/test_validator.py;tests/backtesting/test_market_replay.py;tests/backtesting/test_clock.py;tests/backtesting/test_engine.py;tests/backtesting/test_walk_forward.py;tests/accounts/test_account_registry.py;tests/strategy_lab/test_loop_controller.py;tests/risk/test_cross_account_gate.py;tests/data/yfinance/test_integration.py,TEST
REQ_NF_FND_001,SRS,"CSV cache-pin: once loaded, the in-memory snapshot SHALL be frozen —…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/data/fundamentals/config.py;trading_system/data/fundamentals/__init__.py;trading_system/data/fundamentals/csv_provider.py,tests/data/fundamentals/test_csv_provider.py;tests/data/fundamentals/test_config.py,TEST
REQ_NF_FXH_001,SRS,"Deterministic hedge sizing: identical `(portfolio_snapshot, fx_rates,…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/wealth_ops/fx_hedger/hedger.py;trading_system/wealth_ops/fx_hedger/__init__.py;trading_system/wealth_ops/fx_hedger/exposure.py,tests/wealth_ops/fx_hedger/test_exposure.py;tests/wealth_ops/fx_hedger/test_hedger.py,TEST
REQ_NF_HOV_001,SRS,"Deterministic overlay sizing: identical `(portfolio_returns, benchmar…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_NF_LIF_001,SRS,DO-178C lifecycle,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/config/validator.py,,CODE
REQ_NF_LIF_002,SRS,Changes restart lifecycle,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_NF_LOG_001,SRS,Logging trades/KS/reports,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/main.py;trading_system/analytics/engine.py;trading_system/analytics/__init__.py;trading_system/milestone_controller/metrics.py;trading_system/webui/server.py;trading_system/observability/logger.py;trading_system/observability/loader.py;trading_system/observability/__init__.py,tests/analytics/test_engine.py;tests/observability/test_logger.py,TEST
REQ_NF_MCS_001,SRS,"Bit-identical path-set replay: identical `(strategy, data_source, MCC…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,,,TP
REQ_NF_NOT_001,SRS,`notifications/` SHALL NOT sit on the trade-execution critical path.…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/notifications/channel.py;trading_system/notifications/__init__.py;trading_system/notifications/fanout.py,tests/notifications/test_fanout.py;tests/notifications/test_structural.py,TEST
REQ_NF_NOT_002,SRS,"Digest content SHALL be deterministic: identical `(now, portfolio_sta…",Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/notifications/canonical.py;trading_system/notifications/digest.py,tests/notifications/test_fanout.py;tests/notifications/test_canonical.py;tests/notifications/test_digest.py,TEST
REQ_NF_NOT_003,SRS,Outbound notification payloads SHALL carry only the minimum necessary…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/notifications/payloads.py,,CODE
REQ_NF_PER_001,SRS,The persistence layer SHALL preserve replay determinism: writing then…,Documentations/SDS.md,Documentations/SDD.md,Documentations/Test-Plan.md,trading_system/persistence/__init__.py;trading_system/persistence/mappers.py;trading_system/persistence/migrations/runner.py;trading_system/persistence/repositories/portfolio.py;trading_system/persistence/repositories/backtest.py,tests/integration/test_phase5_stack.py;tests/backtesting/test_result_rationales.py;tests/persistence/test_migrations.py;tests/persistence/test_backtest_repository.py;tests/persistence/test_transition_repository.py;tests/persistence/test_registry_repository.py;tests/persistence/test_portfolio_repository.py,TEST
